Id,Lot Frontage,Lot Area,Neighborhood,Overall Qual,Year Built,Year Remod/Add,Exterior 1st,Exterior 2nd,Exter Qual,Foundation,Bsmt Qual,Bsmt Cond,Total Bsmt SF,Heating QC,Central Air,Gr Liv Area,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Finish,Garage Cars,Garage Area,Garage Qual,Paved Drive,Mo Sold,Yr Sold,SalePrice,total bath,total sf,age
1040,21,1680,BrDale,6,1973,1973,HdBoard,HdBoard,3,CBlock,3,3,483.0,3,1,987,3,5,Typ,0,,1,1.0,264.0,3,3,2,2008,103400,1.5,1734.0,35
216,54,6342,Sawyer,5,1875,1996,VinylSd,VinylSd,3,CBlock,3,3,780.0,4,0,1020,3,6,Typ,0,,0,0.0,0.0,0,1,5,2010,94000,1.0,1800.0,135
1720,34,4590,NridgHt,8,2006,2006,VinylSd,VinylSd,4,PConc,4,4,1554.0,5,1,1554,4,6,Typ,1,,2,2.0,627.0,3,3,8,2007,209500,2.0,3735.0,1
2331,60,18062,StoneBr,10,2006,2006,CemntBd,CmentBd,5,PConc,5,3,1528.0,5,1,3390,5,10,Typ,1,,3,3.0,758.0,3,3,9,2006,545224,3.5,5676.0,0
204,60,12900,OldTown,6,1912,2009,Wd Sdng,Wd Sdng,4,PConc,3,3,780.0,5,1,1560,4,7,Typ,0,,0,0.0,0.0,0,1,5,2010,159900,1.5,2340.0,98
19,140,19138,Gilbert,4,1951,1951,VinylSd,VinylSd,3,CBlock,3,3,864.0,5,1,864,3,4,Typ,0,,1,2.0,400.0,3,3,6,2010,141000,1.0,2128.0,59
2438,69,8658,Gilbert,6,2000,2000,VinylSd,VinylSd,3,PConc,4,3,982.0,5,1,1889,3,9,Typ,1,,3,2.0,431.0,3,3,4,2006,215000,2.5,3302.0,6
89,69,6897,Sawyer,5,1962,2010,HdBoard,HdBoard,3,CBlock,3,3,1040.0,5,1,1040,3,6,Typ,0,,1,1.0,260.0,3,3,4,2010,127000,2.5,2340.0,48
240,75,9525,Edwards,5,1954,1998,WdShing,Wd Shng,3,CBlock,3,3,1172.0,3,1,1172,3,5,Typ,0,,3,1.0,366.0,3,3,6,2010,128000,2.0,2710.0,56
105,57,12853,Somerst,8,2010,2010,CemntBd,CmentBd,4,PConc,5,1,1642.0,5,1,1418,4,6,Typ,1,,2,3.0,852.0,3,3,4,2010,267916,2.5,3912.0,0
2020,52,6240,BrkSide,6,1931,1950,Wd Sdng,Wd Sdng,3,BrkTil,3,2,884.0,3,1,1367,3,6,Typ,1,,1,1.0,560.0,3,3,11,2007,127500,1.0,2811.0,76
888,64,7301,Edwards,7,2003,2003,HdBoard,HdBoard,4,Slab,0,0,0.0,5,1,1922,4,7,Typ,1,,2,2.0,672.0,3,3,7,2009,198500,3.0,2594.0,6
1019,78,12090,NWAmes,6,1981,1981,MetalSd,MetalSd,3,CBlock,4,3,1422.0,3,1,1422,4,7,Typ,1,,3,2.0,576.0,3,3,6,2008,175500,2.0,3420.0,27
2132,69,8826,CollgCr,7,2000,2000,VinylSd,VinylSd,4,PConc,4,3,985.0,5,1,1842,4,7,Typ,1,,3,2.0,486.0,3,3,7,2007,217500,3.5,3313.0,7
203,57,8094,OldTown,4,1915,1950,MetalSd,MetalSd,3,CBlock,3,3,888.0,5,1,1962,3,9,Typ,1,,1,2.0,572.0,3,3,6,2010,149500,1.5,3422.0,95
420,69,10710,NAmes,5,1966,2004,HdBoard,HdBoard,4,PConc,3,3,864.0,5,1,1120,3,5,Typ,1,,2,2.0,656.0,3,3,7,2009,148800,1.0,2640.0,43
2333,85,16056,StoneBr,9,2005,2006,CemntBd,CmentBd,4,PConc,5,3,1992.0,5,1,2868,5,11,Typ,1,,3,3.0,716.0,3,3,7,2006,556581,3.5,5576.0,1
632,70,8400,NAmes,6,1957,1957,BrkFace,BrkFace,3,CBlock,3,3,1478.0,4,1,1478,3,6,Typ,2,,2,2.0,442.0,3,3,6,2009,156500,2.5,3398.0,52
2800,90,11250,CollgCr,7,1995,1996,VinylSd,VinylSd,4,PConc,4,4,930.0,5,1,1995,4,8,Typ,1,,2,2.0,610.0,3,3,7,2006,237000,3.5,3535.0,11
1885,70,7535,NAmes,5,1958,1985,MetalSd,MetalSd,3,CBlock,3,3,912.0,2,1,912,3,5,Typ,0,,3,1.0,297.0,3,3,6,2007,120000,1.0,2121.0,49
1734,88,12216,Gilbert,6,2005,2005,VinylSd,VinylSd,3,PConc,4,3,1326.0,5,1,1326,4,6,Typ,0,,3,2.0,388.0,3,3,6,2007,203000,3.0,3040.0,2
2327,30,3701,StoneBr,8,1987,1987,HdBoard,HdBoard,3,CBlock,4,3,1191.0,3,1,1204,3,5,Typ,0,,2,2.0,461.0,3,3,8,2006,130000,2.0,2856.0,19
1282,80,9760,NAmes,6,1964,1964,HdBoard,HdBoard,3,CBlock,3,3,780.0,3,1,1611,3,7,Typ,0,,2,2.0,442.0,3,3,6,2008,167900,2.5,2833.0,44
2688,60,9873,BrkSide,4,1970,1970,HdBoard,HdBoard,3,CBlock,3,3,960.0,3,0,960,3,6,Typ,0,,1,2.0,576.0,3,3,5,2006,129000,2.0,2496.0,36
2581,72,10011,NAmes,5,1957,1996,HdBoard,HdBoard,3,CBlock,3,3,1070.0,3,1,1236,4,6,Min1,1,,1,1.0,447.0,3,3,5,2006,134450,1.0,2753.0,49
2067,69,25339,Sawyer,5,1918,2007,Wd Sdng,Wd Sdng,3,BrkTil,3,3,816.0,5,1,1416,4,7,Typ,0,,1,2.0,576.0,3,1,8,2007,112000,2.0,2808.0,89
2115,69,8883,SawyerW,7,1988,1988,HdBoard,HdBoard,4,PConc,4,3,929.0,5,1,1873,4,7,Typ,1,,2,2.0,619.0,3,3,5,2007,207000,3.5,3421.0,19
754,50,3000,OldTown,5,1922,1950,MetalSd,MetalSd,3,BrkTil,3,2,1040.0,3,0,2128,3,11,Sev,0,,0,0.0,0.0,0,3,9,2009,62500,2.0,3168.0,87
1079,36,2448,NridgHt,7,2003,2004,VinylSd,Wd Shng,4,PConc,4,3,764.0,5,1,1626,4,6,Typ,0,,2,2.0,474.0,3,3,10,2008,154000,3.5,2864.0,5
2615,73,7100,NAmes,5,1957,1957,WdShing,Wd Shng,3,CBlock,3,3,816.0,3,1,816,3,5,Typ,0,,1,1.0,308.0,3,3,7,2006,129900,2.0,1940.0,49
329,36,2592,MeadowV,5,1976,1976,CemntBd,CmentBd,3,CBlock,4,3,536.0,3,1,1112,3,4,Typ,0,,1,1.0,336.0,3,3,4,2010,85000,1.5,1984.0,34
1320,69,5700,OldTown,7,1926,1950,Wd Sdng,Wd Sdng,3,PConc,3,3,572.0,3,1,1111,3,5,Typ,1,,1,1.0,288.0,3,3,8,2008,116900,1.0,1971.0,82
416,24,2289,NPkVill,6,1978,1978,Plywood,Brk Cmn,3,CBlock,3,3,855.0,3,1,1441,3,7,Typ,1,,1,2.0,440.0,3,3,4,2009,148500,2.5,2736.0,31
284,60,12180,Edwards,4,1941,1950,MetalSd,MetalSd,3,BrkTil,4,3,672.0,2,0,924,2,5,Typ,0,,1,1.0,280.0,3,3,7,2010,80000,2.0,1876.0,69
1385,69,7400,Sawyer,5,1984,1984,VinylSd,VinylSd,3,PConc,4,3,1060.0,3,1,1126,3,5,Typ,0,,1,2.0,506.0,3,3,3,2008,152000,2.0,2692.0,24
275,68,8842,Edwards,5,1954,1954,VinylSd,VinylSd,3,CBlock,2,3,381.0,5,1,992,3,6,Typ,0,,1,1.0,319.0,3,3,1,2010,155891,1.0,1692.0,56
2024,60,8850,BrkSide,6,1920,1950,Wd Sdng,Wd Shng,3,PConc,3,3,768.0,5,1,1376,4,7,Typ,0,,1,2.0,576.0,3,2,2,2007,165000,1.0,2720.0,87
68,92,9215,Somerst,7,2009,2010,VinylSd,VinylSd,4,PConc,4,3,1218.0,5,1,1218,4,4,Typ,0,,2,2.0,676.0,3,3,4,2010,204500,2.0,3112.0,1
1910,79,9480,NAmes,5,1942,1995,MetalSd,MetalSd,3,CBlock,3,3,728.0,5,1,1644,4,7,Typ,2,,1,1.0,312.0,3,3,6,2007,146500,1.5,2684.0,65
381,82,11880,NWAmes,7,1978,1978,Plywood,Plywood,3,CBlock,4,3,1271.0,3,1,1601,3,7,Typ,1,,2,2.0,478.0,3,3,4,2009,157000,2.0,3350.0,31
1323,60,10800,OldTown,7,1890,1999,Wd Sdng,Wd Shng,3,BrkTil,3,3,1313.0,4,1,2495,3,10,Typ,1,,1,2.0,342.0,3,3,12,2008,184000,2.0,4150.0,118
2432,69,7861,Gilbert,6,2002,2003,VinylSd,VinylSd,4,PConc,4,3,783.0,5,1,1509,4,7,Typ,1,,3,2.0,393.0,3,3,6,2006,183200,3.5,2685.0,4
777,69,11616,Sawyer,5,1962,1962,Wd Sdng,Wd Sdng,3,CBlock,3,3,1092.0,3,1,1092,3,6,Typ,1,,1,1.0,288.0,3,3,9,2009,139000,1.0,2472.0,47
1107,96,10542,NoRidge,7,1993,1994,Wd Sdng,ImStucc,4,PConc,4,3,1311.0,5,1,2418,4,9,Typ,1,,2,3.0,983.0,3,3,8,2008,341000,3.5,4712.0,15
30,21,1680,BrDale,6,1971,1971,HdBoard,HdBoard,3,CBlock,3,3,483.0,3,1,987,3,5,Typ,0,,1,1.0,264.0,3,3,2,2010,96000,1.5,1734.0,39
282,80,8546,Edwards,4,2003,2004,VinylSd,VinylSd,3,PConc,4,3,1121.0,5,1,1121,3,5,Typ,0,,2,2.0,440.0,3,3,3,2010,140000,2.0,2682.0,7
188,90,7407,OldTown,6,1957,1996,MetalSd,MetalSd,3,CBlock,3,3,912.0,3,1,1236,3,6,Typ,0,,1,2.0,923.0,3,3,4,2010,149700,2.0,3071.0,53
2356,78,10140,NWAmes,5,1975,1975,HdBoard,HdBoard,3,CBlock,4,3,1056.0,5,1,1074,3,6,Typ,0,,2,2.0,495.0,3,3,7,2006,153500,2.5,2625.0,31
1554,80,14584,IDOTRR,1,1952,1952,AsbShng,VinylSd,2,Slab,0,0,0.0,1,0,733,2,4,Sal,0,,1,2.0,487.0,2,1,2,2008,13100,1.0,1220.0,56
1464,65,8158,CollgCr,7,2003,2003,VinylSd,VinylSd,4,PConc,4,3,884.0,5,1,1768,4,8,Typ,0,,2,2.0,543.0,3,3,7,2008,224900,3.5,3195.0,5
2469,62,7500,Somerst,7,2005,2005,VinylSd,VinylSd,4,PConc,4,3,1257.0,5,1,1266,4,6,Typ,1,,1,2.0,453.0,3,3,4,2006,176000,2.0,2976.0,1
1834,85,10678,NoRidge,8,1992,2000,HdBoard,HdBoard,4,PConc,4,3,1683.0,5,1,2872,4,9,Typ,1,,3,2.0,541.0,3,3,4,2007,285000,2.5,5096.0,15
1779,49,15256,Somerst,8,2007,2007,VinylSd,VinylSd,4,PConc,4,3,1485.0,5,1,1464,4,6,Typ,0,,1,3.0,754.0,3,3,8,2007,282922,3.0,3703.0,0
2569,88,14200,NAmes,7,1966,1966,MetalSd,MetalSd,3,CBlock,3,3,924.0,5,1,2157,4,8,Typ,2,,3,2.0,487.0,3,3,5,2006,226000,2.5,3568.0,40
2334,82,12438,StoneBr,8,2006,2006,VinylSd,VinylSd,5,PConc,5,4,1234.0,5,1,2576,5,10,Typ,1,,3,3.0,666.0,3,3,7,2006,361919,2.5,4476.0,0
2330,59,16023,StoneBr,9,2005,2006,VinylSd,VinylSd,4,PConc,5,3,1398.0,5,1,2798,5,11,Typ,1,,3,3.0,670.0,3,3,3,2006,457347,4.5,4866.0,1
2119,155,20064,ClearCr,8,1976,1976,Wd Sdng,Wd Sdng,4,CBlock,4,4,966.0,5,1,1743,4,5,Typ,2,,3,2.0,529.0,3,3,5,2007,279000,2.5,3238.0,31
988,69,9819,Mitchel,6,1977,1977,Plywood,ImStucc,3,PConc,3,3,1567.0,3,1,1567,4,5,Typ,2,,2,2.0,714.0,3,3,5,2009,196000,3.0,3848.0,32
382,80,10400,NWAmes,7,1976,1976,HdBoard,HdBoard,3,CBlock,4,3,1090.0,3,1,1370,3,6,Typ,1,,2,2.0,479.0,3,3,6,2009,152000,2.0,2939.0,33
670,91,11643,NAmes,5,1969,1969,MetalSd,MetalSd,3,CBlock,3,3,1248.0,3,1,2634,3,12,Typ,0,,1,4.0,968.0,3,3,8,2009,200000,4.0,4850.0,40
2760,78,11645,CollgCr,8,2005,2006,VinylSd,VinylSd,4,PConc,5,3,1570.0,5,1,1590,5,6,Typ,0,,3,3.0,754.0,3,3,8,2006,294900,3.5,3914.0,1
543,61,7328,SawyerW,7,2008,2009,VinylSd,VinylSd,4,PConc,4,3,1450.0,5,1,1450,4,6,Typ,0,,2,3.0,788.0,3,3,2,2009,224243,2.0,3688.0,1
2835,72,7822,Edwards,6,1915,1950,AsbShng,AsbShng,3,BrkTil,2,2,832.0,3,1,1338,3,7,Typ,0,,1,2.0,528.0,3,1,5,2006,92000,2.0,2698.0,91
1735,65,9018,Gilbert,7,2007,2007,VinylSd,VinylSd,4,PConc,4,3,728.0,5,1,1456,4,8,Typ,1,,3,2.0,400.0,3,3,7,2007,179540,2.5,2584.0,0
448,103,13472,NridgHt,10,2003,2003,VinylSd,VinylSd,5,PConc,5,3,2392.0,5,1,2392,5,8,Typ,1,,3,3.0,968.0,3,3,6,2009,386250,2.0,5752.0,6
2287,69,1533,MeadowV,4,1970,1970,CemntBd,CmentBd,3,CBlock,4,3,530.0,3,1,992,3,4,Typ,0,,3,1.0,297.0,3,3,7,2007,106500,2.0,1819.0,37
524,85,11003,Somerst,10,2008,2008,VinylSd,VinylSd,5,PConc,5,3,1017.0,5,1,2007,5,10,Typ,1,,3,3.0,812.0,3,3,4,2009,310000,3.5,3836.0,1
1767,83,10790,NoRidge,7,1998,1998,VinylSd,VinylSd,4,PConc,4,3,1066.0,5,1,2385,4,8,Typ,1,,3,3.0,600.0,3,3,5,2007,252000,2.5,4051.0,9
2206,53,7128,Crawfor,7,1941,1950,MetalSd,MetalSd,3,CBlock,3,3,918.0,4,1,1646,3,7,Typ,2,,1,1.0,240.0,3,3,8,2007,164000,2.0,2804.0,66
1740,64,7713,Gilbert,7,2007,2007,VinylSd,VinylSd,4,PConc,4,3,728.0,5,1,1456,4,7,Typ,0,,3,2.0,400.0,3,3,7,2007,177594,2.5,2584.0,0
199,52,6240,BrkSide,5,1936,1980,VinylSd,VinylSd,3,CBlock,3,2,528.0,4,1,1040,3,5,Typ,0,,3,2.0,624.0,3,2,5,2010,123900,1.0,2192.0,74
2214,86,22420,Crawfor,6,1918,1950,Wd Sdng,Stucco,3,BrkTil,4,3,1370.0,3,0,2624,3,10,Typ,1,,1,3.0,864.0,3,1,11,2007,239000,3.5,4858.0,89
323,85,15300,Mitchel,5,1965,1977,Plywood,HdBoard,3,CBlock,3,3,1068.0,3,1,1264,3,7,Typ,1,,1,2.0,528.0,3,3,6,2010,169000,2.0,2860.0,45
2421,69,3196,Blmngtn,7,2003,2004,VinylSd,VinylSd,4,PConc,4,3,1374.0,5,1,1557,4,7,Typ,1,,3,2.0,420.0,3,3,10,2006,234000,2.0,3351.0,3
952,72,9360,Mitchel,6,1977,1977,Plywood,Plywood,3,CBlock,4,3,957.0,3,1,1287,3,5,Typ,2,,2,2.0,541.0,3,3,11,2009,173000,2.5,2785.0,32
24,69,11241,NAmes,6,1970,1970,Wd Sdng,Wd Sdng,3,CBlock,3,3,1004.0,5,1,1004,3,5,Typ,1,,3,2.0,480.0,3,3,3,2010,149000,2.0,2488.0,40
1139,81,9260,SawyerW,7,2007,2007,VinylSd,VinylSd,4,PConc,4,3,1162.0,5,1,1162,4,6,Typ,0,,3,2.0,483.0,3,3,3,2008,170000,2.0,2807.0,1
518,90,7993,Somerst,7,2008,2009,VinylSd,VinylSd,4,PConc,5,3,1436.0,5,1,1436,4,6,Typ,0,,3,2.0,529.0,3,3,10,2009,225000,2.0,3401.0,1
1390,94,9239,Sawyer,5,1963,2003,VinylSd,VinylSd,3,CBlock,3,3,960.0,5,1,960,4,6,Typ,0,,3,1.0,300.0,3,3,5,2008,144900,2.0,2220.0,45
277,60,10044,Edwards,5,1968,1968,MetalSd,MetalSd,3,CBlock,4,3,1196.0,3,1,1196,3,6,Typ,0,,2,1.0,336.0,3,3,6,2010,144000,2.0,2728.0,42
54,43,3182,Blmngtn,8,2004,2005,VinylSd,VinylSd,4,PConc,4,3,1256.0,5,1,1269,4,6,Typ,1,,3,2.0,430.0,3,3,4,2010,192000,2.0,2955.0,6
649,60,7626,NAmes,5,1952,2005,Wd Sdng,Wd Sdng,4,CBlock,3,3,1031.0,4,1,1031,4,5,Typ,0,,1,1.0,230.0,3,3,3,2009,145500,2.0,2292.0,57
2600,60,7008,OldTown,4,1900,1998,MetalSd,MetalSd,3,BrkTil,2,2,448.0,5,1,720,2,5,Typ,0,,1,1.0,280.0,2,3,3,2006,86900,1.0,1448.0,106
617,128,12160,NAmes,6,1953,1953,Wd Sdng,Wd Sdng,3,CBlock,3,3,1505.0,5,1,1505,3,6,Typ,1,,2,2.0,505.0,3,3,2,2009,149500,2.0,3515.0,56
2209,50,6305,Crawfor,5,1938,1950,MetalSd,MetalSd,3,PConc,2,2,920.0,5,1,954,2,5,Typ,1,,1,1.0,240.0,2,3,6,2007,119750,1.0,2114.0,69
2814,68,8846,CollgCr,6,2005,2006,VinylSd,VinylSd,3,PConc,4,3,750.0,5,1,1500,4,6,Typ,0,,2,2.0,564.0,3,3,8,2006,173900,2.5,2814.0,1
2542,69,10659,NAmes,5,1961,1961,Wd Sdng,Wd Sdng,3,CBlock,3,3,1050.0,3,1,1050,3,6,Typ,0,,1,1.0,368.0,3,3,1,2006,136500,2.0,2468.0,45
2323,68,13108,StoneBr,8,1994,1994,CemntBd,CmentBd,4,PConc,4,3,2062.0,5,1,2687,4,9,Typ,0,,3,2.0,618.0,3,3,12,2006,270000,2.5,5367.0,12
1393,69,13500,ClearCr,6,1960,1975,BrkFace,Plywood,3,CBlock,4,3,1602.0,4,1,1252,3,4,Typ,1,,2,2.0,564.0,3,3,3,2008,235000,2.0,3418.0,48
490,62,7750,Gilbert,7,1999,2000,VinylSd,VinylSd,3,PConc,4,3,384.0,5,1,1430,3,7,Typ,1,,2,2.0,400.0,3,3,3,2009,156000,2.5,2214.0,10
542,60,12450,SawyerW,5,2003,2004,VinylSd,VinylSd,3,PConc,4,3,1114.0,5,1,1114,4,6,Typ,0,,1,2.0,576.0,3,3,6,2009,153000,3.0,2804.0,6
973,69,4500,Mitchel,6,1999,1999,VinylSd,VinylSd,3,PConc,5,3,1224.0,5,1,1224,3,5,Typ,0,,3,2.0,402.0,3,3,6,2009,165000,3.0,2850.0,10
1012,77,11198,StoneBr,9,2005,2007,VinylSd,VinylSd,4,PConc,4,4,1122.0,5,1,2504,5,11,Typ,1,,3,3.0,656.0,3,3,6,2008,325000,2.5,4282.0,3
2218,79,6221,Crawfor,5,1941,1950,VinylSd,VinylSd,3,CBlock,3,2,728.0,5,1,1355,3,5,Typ,0,,1,2.0,528.0,3,3,10,2007,140000,2.0,2611.0,66
2033,120,13200,IDOTRR,6,1963,1963,HdBoard,HdBoard,3,CBlock,3,3,741.0,2,1,2294,3,9,Typ,1,,1,2.0,658.0,3,3,4,2007,202500,3.0,3693.0,44
1071,65,8769,NridgHt,9,2008,2008,MetalSd,MetalSd,5,PConc,5,3,1702.0,5,1,1702,5,7,Typ,1,,3,3.0,1052.0,3,3,10,2008,367294,2.5,4456.0,0
1583,85,10200,Timber,6,1988,1989,HdBoard,HdBoard,4,CBlock,4,3,1461.0,5,1,1509,4,5,Typ,1,,2,2.0,600.0,3,3,8,2008,175000,3.0,3570.0,20
2858,60,9550,Crawfor,7,1915,1970,Wd Sdng,Wd Shng,3,BrkTil,3,4,756.0,4,1,1717,4,7,Typ,1,,1,3.0,642.0,3,3,2,2006,140000,2.0,3115.0,91
2265,42,10331,Timber,7,1985,1985,Plywood,Plywood,3,CBlock,4,3,1265.0,4,1,1240,4,6,Typ,0,,1,2.0,528.0,3,3,7,2007,174000,2.0,3033.0,22
1088,59,9587,Gilbert,7,2005,2005,VinylSd,VinylSd,4,PConc,4,3,856.0,5,1,1166,4,5,Typ,0,,3,2.0,400.0,3,3,7,2008,190000,3.0,2422.0,3
698,90,9900,OldTown,5,1910,2002,VinylSd,VinylSd,4,CBlock,3,3,504.0,5,1,1464,3,7,Typ,0,,0,0.0,0.0,0,1,3,2009,129000,2.0,1968.0,99
1896,69,22002,NAmes,6,1959,1991,MetalSd,MetalSd,3,CBlock,3,3,1592.0,4,1,1652,4,6,Typ,1,,2,2.0,510.0,3,3,7,2007,200000,2.5,3754.0,48
628,100,13000,NAmes,6,1968,1968,VinylSd,VinylSd,3,CBlock,4,3,896.0,3,1,2142,4,8,Typ,1,,3,1.0,509.0,3,3,6,2009,193500,2.5,3547.0,41
1212,75,8250,NAmes,6,1964,1964,HdBoard,HdBoard,3,CBlock,4,3,1092.0,5,1,1092,3,6,Typ,0,,2,2.0,504.0,3,3,7,2008,145000,2.0,2688.0,44
2864,81,8170,Crawfor,7,1929,1950,Stucco,Wd Sdng,4,BrkTil,3,3,1022.0,5,1,1671,3,7,Typ,1,,1,2.0,451.0,3,3,2,2006,218000,2.0,3144.0,77
2740,80,12048,Edwards,5,1952,2002,Wd Sdng,Wd Sdng,3,Slab,0,0,0.0,4,1,1488,3,7,Typ,1,,2,2.0,569.0,3,3,4,2006,135000,1.0,2057.0,54
2560,89,10858,NAmes,5,1952,1952,Wd Sdng,Plywood,3,CBlock,3,3,1444.0,5,1,1624,3,6,Min1,1,,2,1.0,240.0,3,3,7,2006,146500,2.0,3308.0,54
1716,61,7577,NridgHt,6,2005,2006,VinylSd,VinylSd,4,PConc,4,3,1362.0,5,1,1362,4,6,Typ,1,,2,2.0,460.0,3,3,6,2007,194700,2.0,3184.0,2
1130,62,7500,Somerst,7,2007,2008,CemntBd,CmentBd,4,PConc,4,3,1218.0,5,1,1218,4,6,Typ,0,,3,2.0,462.0,3,3,4,2008,230348,3.0,2898.0,1
201,51,6120,OldTown,6,1923,1950,Wd Sdng,Wd Sdng,3,BrkTil,2,2,1124.0,3,1,1068,3,5,Typ,1,,1,1.0,288.0,3,3,3,2010,109500,2.0,2480.0,87
2886,69,23580,Mitchel,6,1979,1979,Plywood,Plywood,3,CBlock,4,3,1625.0,3,1,1625,2,6,Typ,1,,3,2.0,576.0,3,3,9,2006,242500,2.0,3826.0,27
2328,44,5306,StoneBr,7,1987,1987,HdBoard,HdBoard,4,PConc,4,4,1064.0,4,1,1767,4,5,Typ,1,,2,2.0,504.0,4,3,6,2006,239000,3.0,3335.0,19
2583,70,8092,NAmes,6,1954,2000,Wd Sdng,Wd Sdng,3,CBlock,3,3,1050.0,5,1,1050,4,6,Typ,0,,2,1.0,286.0,3,3,6,2006,156000,2.0,2386.0,52
1206,77,8593,NAmes,4,1957,1957,MetalSd,MetalSd,3,CBlock,3,3,907.0,5,1,907,3,5,Typ,0,,1,1.0,352.0,3,3,7,2008,109008,1.0,2166.0,51
2242,64,11067,IDOTRR,2,1939,1950,MetalSd,MetalSd,3,BrkTil,0,0,0.0,5,1,845,3,4,Maj2,0,,1,1.0,256.0,3,1,3,2007,68104,1.0,1101.0,68
1105,69,11929,NoRidge,8,1995,1995,VinylSd,VinylSd,4,PConc,4,3,1242.0,5,1,2501,4,9,Typ,1,,2,3.0,751.0,3,3,6,2008,290000,2.5,4494.0,13
121,90,9900,NAmes,5,1966,1966,HdBoard,HdBoard,3,PConc,4,3,1209.0,4,1,1209,3,6,Typ,0,,2,2.0,504.0,3,3,4,2010,159000,2.0,2922.0,44
1223,50,4882,BrkSide,4,1937,1950,MetalSd,MetalSd,3,PConc,3,3,348.0,3,1,906,3,5,Typ,0,,1,1.0,231.0,2,3,9,2008,87000,1.0,1485.0,71
265,69,11423,CollgCr,8,2001,2002,VinylSd,VinylSd,4,PConc,4,3,1581.0,5,1,1601,4,6,Typ,1,,2,2.0,670.0,3,3,5,2010,272000,3.0,3852.0,9
2813,65,8772,CollgCr,7,2005,2006,VinylSd,VinylSd,4,PConc,4,3,1336.0,5,1,1336,4,6,Typ,0,,1,2.0,502.0,3,3,9,2006,198000,3.0,3174.0,1
1294,63,7628,OldTown,4,1940,1985,MetalSd,MetalSd,3,BrkTil,3,3,801.0,4,1,1656,3,8,Mod,0,,1,2.0,440.0,3,3,5,2008,119164,2.0,2897.0,68
2745,77,8335,Edwards,5,1954,1954,Wd Sdng,Wd Sdng,3,Slab,0,0,0.0,4,1,1124,3,5,Min2,1,,0,0.0,0.0,0,1,4,2006,93000,1.0,1124.0,52
1094,71,8220,Gilbert,7,2000,2001,VinylSd,VinylSd,4,PConc,4,3,982.0,5,1,1892,3,8,Typ,1,,2,2.0,431.0,3,3,7,2008,226750,2.5,3305.0,8
651,107,10615,OldTown,3,1900,1970,HdBoard,HdBoard,3,CBlock,2,3,978.0,3,1,1699,3,7,Typ,0,,1,2.0,420.0,2,3,8,2009,95000,3.0,3097.0,109
198,50,6000,BrkSide,6,1948,1950,Wd Sdng,Wd Sdng,3,CBlock,3,3,780.0,3,1,1416,3,6,Typ,0,,1,1.0,312.0,3,2,3,2010,139900,1.5,2508.0,62
131,55,5350,BrkSide,3,1940,1966,Wd Sdng,Plywood,3,CBlock,3,3,728.0,5,1,1306,2,6,Mod,0,,0,0.0,0.0,0,3,5,2010,76500,1.0,2034.0,70
1258,60,5400,OldTown,4,1940,2005,VinylSd,VinylSd,4,PConc,3,3,672.0,4,1,672,3,4,Typ,0,,1,1.0,308.0,3,1,7,2008,86900,1.0,1652.0,68
1599,69,17979,Mitchel,5,1968,1968,Plywood,Plywood,3,CBlock,3,3,1113.0,5,1,1160,4,6,Typ,0,,1,1.0,257.0,3,3,2,2008,152500,2.0,2530.0,40
1508,68,9520,Edwards,4,1953,1953,MetalSd,MetalSd,3,CBlock,4,3,911.0,3,1,930,3,5,Typ,0,,2,1.0,286.0,3,3,5,2008,99000,1.0,2127.0,55
615,50,5330,BrkSide,4,1940,1950,VinylSd,VinylSd,2,CBlock,3,3,420.0,4,1,708,2,5,Typ,0,,0,0.0,0.0,0,3,12,2009,82500,1.0,1128.0,69
1815,50,8012,SawyerW,6,1992,1992,Plywood,ImStucc,4,PConc,4,3,1575.0,4,1,1575,4,5,Typ,0,,2,2.0,529.0,3,3,7,2007,179200,3.0,3679.0,15
2712,75,9000,Sawyer,5,1966,1966,Plywood,Plywood,3,CBlock,3,3,1059.0,4,1,1059,3,6,Typ,0,,3,1.0,286.0,3,3,6,2006,142500,2.0,2404.0,40
2051,62,14299,Sawyer,4,1964,1964,HdBoard,HdBoard,3,CBlock,3,3,1005.0,3,1,1005,3,5,Typ,0,,1,2.0,440.0,3,1,7,2007,115400,2.0,2450.0,43
1863,69,7050,Somerst,7,2001,2001,VinylSd,VinylSd,4,PConc,4,3,1057.0,5,1,1929,4,7,Typ,1,,3,2.0,650.0,3,3,5,2007,226000,3.5,3636.0,6
2510,30,3180,Somerst,7,2005,2005,MetalSd,MetalSd,4,PConc,4,3,600.0,5,1,1200,4,4,Typ,0,,2,2.0,480.0,3,3,4,2006,144152,2.5,2280.0,1
1069,112,16451,NridgHt,8,2003,2003,VinylSd,VinylSd,4,PConc,5,3,1765.0,5,1,2690,4,9,Typ,1,,3,3.0,795.0,3,3,7,2008,370000,2.5,5250.0,5
336,76,12887,Mitchel,5,1984,1984,VinylSd,VinylSd,3,CBlock,4,3,833.0,3,1,833,4,5,Typ,0,,1,2.0,495.0,3,3,4,2010,149900,2.0,2161.0,26
2417,105,15578,Gilbert,6,2006,2006,VinylSd,VinylSd,4,PConc,4,3,728.0,4,1,1456,3,8,Typ,0,,2,2.0,429.0,3,3,5,2006,172785,2.5,2613.0,0
